ranking,band_singer,title,year,song_id,lyrics
2,Ashanti,Foolish,2002,58072,"35 ContributorsFoolish Lyrics[Intro]
Murder Inc
Ashanti

[Chorus]
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
See, my days are cold without you
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you

[Verse 1]
Baby, I don't know why you're treating me so bad (Treat me so bad)
You said you love me, no one above me and I was all you had (All you had)
And though my heart is beating for you, I can't stop crying
I don't know how I allow you to treat me this way and still I stay

[Chorus]
See, my days are cold without you (Without you)
But I'm hurting while I'm with you (Oh, whoa)
And though my heart can't take no more
I keep on running back to you (Keep on running back to you)
See, my days are cold without you (Without you)
But I'm hurting while I'm with you
And though my heart can't take no more
I keep on running back to you
You might also like[Verse 2]
Baby, I don't know why you wanna do me wrong (Do me wrong)
See, when I'm home, I'm all alone and you are always gone (Always gone)
And boy, you know I really love you, I can't deny
I can't see how you could bring me to so many tears after all these years

[Chorus]
See, my days are cold without you (My days, yeah)
But I'm hurting while I'm with you
And though my heart can't take no more (No more, no more)
I keep on running back to you
See, my days are cold without you (Without you)
But I'm hurting while I'm with you (Without you)
And though my heart can't take no more
I keep on running back to you (I keep on running back to you)

[Verse 3]
Ooh, I trusted you, I trusted you
So sad, so sad what love will make you do
All the things that we accept
Be the things that we regret
So all of my ladies (Ladies)
Feel me, come on, sing with me

[Bridge]
See, when I get the strength to leave
You always tell me that you need me
And I'm weak 'cause I believe you
And I'm mad because I love you
So I stop and think that maybe
You can learn to appreciate me
Then it all remains the same
That you ain't never gonna change
(Never gonna change, never gonna change)
[Chorus]
See, my days are cold without you (My days are cold, baby)
But I'm hurting while I'm with you
And though my heart can't take no more (No more, no more)
I keep on running back to you
See, my days are cold without you (Without you)
But I'm hurting while I'm with you
And though my heart can't take no more (No more, no more)
I keep on running back to you

[Outro]
Baby, why you hurt me, leave me and desert me?
Boy, I gave you all my heart and all you did was tear it up
Looking out my window, knowing that I should go
Even when I pack my bags, this something always holds me back26Embed"
4,Nelly,Dilemma,2002,35293,"68 ContributorsTranslationsΕλληνικάDeutschDilemma Lyrics[Intro: Kelly Rowland]
I love you
And I need you
Nelly, I love you
I do need you

[Chorus: Kelly Rowland & Nelly]
No matter what I do (Woo!)
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

[Verse 1: Nelly & Kelly Rowland]
I met this chick and she just moved right up the block from me
And uh, she got the hots for me
The finest thing my hood done seen
But oh no, oh no
She got a man and a son though
But that's okay 'cause I
Wait for my cue and just listen, play my position
Like a shortstop, pick up e'rything mami hittin'
And in no time, I plan to make this one here mine
And that's for sure 'cause I
I never been the type to break up a happy home, but uh
There's somethin' 'bout baby girl I just can't leave alone
So tell me, Ma, what's it gonna be?
She said: ""You don't know what you mean to me"" (C'mon)
You might also like[Chorus: Kelly Rowland & Nelly]
No matter what I do (Woo!)
All I think about is you (Uh-huh)
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

[Verse 2: Nelly & Kelly Rowland]
I see a lot, and you look, and I never say a word
I know how niggas start actin' trippin' out here about they girls
And there's no way
Nelly gon' fight over no dame (I ain't gon' fight over no dame)
As you can see, but I
I like your steez, your style, your whole demeanor
The way you come through and holla
And swoop me in his two-seater
Now that's gangsta
And I got special ways to thank ya
Don't you forget it
But uh, it ain't that easy for you to pack up and leave him
But uh, you and dirty got ties for different reasons
I respect that, and right before I turn to leave
She said: ""You don't know what you mean to me"" (She said, she said, she said, c'mon)
[Chorus: Kelly Rowland & Nelly]
No matter what I do (Woo!)
All I think about is you (Uh-huh)
Even when I'm with my boo (Yeah)
Boy, you know I'm crazy over you (Put your hands up)
No matter what I do (Put your hands up)
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

[Interlude: Nelly]
Sing it for me, K!

[Bridge: Kelly Rowland & Nelly]
And I love you (Word?) and I need you
Nelly I love you, I do (Come on, girl)
And it's more than you'll ever know
Boy, it's for sure
You can always count on my love
Forevermore, yeah, yeah

[Break: Nelly & Kelly Rowland]
East Coast, I know you shakin' right
Down South, I know you bouncin' right
West Coast, I know you walkin' right 'cause
You don't know what you mean to me
Midwest, I see you swingin' right
[Chorus: Kelly Rowland]
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
You know I'm crazy over you

[Break: Nelly & Kelly Rowland]
East Coast, I know you shakin' right
Down South, I know you bouncin' right
West Coast, I know you walkin' right, 'cause
You don't know what you mean to me
Midwest, I see you swingin' right
East Coast, you still shakin' right
Down South, I see you bouncin' right
West Coast, I know you walkin' right, 'cause
You don't know what you mean to me
Midwest, I see you swingin' right

[Chorus: Kelly Rowland & Nelly]
No matter what I do (Woo!)
All I think about is you (Uh-huh)
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you
No matter what I do
All I think about is you
Even when I'm with my boo
Boy, you know I'm crazy over you

[Outro: Nelly & Kelly Rowland]
East Coast, I know you shakin' right
Down South, I know you bouncin' right
West Coast, I know you walkin' right, 'cause
You don't know what you mean to me
Midwest, I see you swingin' right
East Coast, you still shakin' right
Down South, I see you bouncin' right
West Coast, I know you walkin' right, 'cause
You don't know what you mean to me
Midwest, I see you swingin' right55Embed"
5,The Calling,Wherever You Will Go,2002,310472,"34 ContributorsWherever You Will Go Lyrics[Verse 1]
So lately, been wondering
Who will be there to take my place?
When I'm gone, you'll need love
To light the shadows on your face

[Pre-Chorus]
If a great wave shall fall
And fall upon us all
Then between the sand and stone
Could you make it on your own?

[Chorus]
If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

[Verse 2]
And maybe I'll find out
A way to make it back someday
To watch you, to guide you
Through the darkest of your days

[Pre-Chorus]
If a great wave shall fall
And fall upon us all
Then, I hope there's someone out there
Who can bring me back to you
You might also like[Chorus]
If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

[Bridge]
Run away with my heart
Run away with my hope
Run away with my love

[Verse 3]
I know now, just quite how
My life and love might still go on
In your heart, in your mind
I'll stay with you for all of time

[Chorus]
If I could, then I would
I'll go wherever you will go
Way up high or down low
I'll go wherever you will go

[Outro]
If I could turn back time
I'll go wherever you will go
If I could make you mine
I'll go wherever you will go
I'll go wherever you will go30Embed"
7,Linkin Park,In the End,2002,49719,"210 ContributorsTranslationsTürkçeEspañolPortuguêsItalianoIn the End Lyrics[Verse 1: Mike Shinoda & Chester Bennington]
(It starts with one) One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To explain in due time all I know
Time is a valuable thing
Watch it fly by as the pendulum swings
Watch it count down to the end of the day
The clock ticks life away, it's so unreal (It's so unreal)
Didn't look out below
Watch the time go right out the window
Tryin' to hold on, didn't even know
I wasted it all just to watch you go

[Pre-Chorus: Mike Shinoda]
I kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be
A memory of a time when I tried so hard

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end it doesn't even matter
I had to fall to lose it all
But in the end it doesn't even matter
You might also like[Verse 2: Mike Shinoda & Chester Bennington]
One thing, I don't know why
It doesn't even matter how hard you try
Keep that in mind, I designed this rhyme
To remind myself how I tried so hard
In spite of the way you were mockin' me
Actin' like I was part of your property
Rememberin' all the times you fought with me
I'm surprised it got so far
Things aren't the way they were before
You wouldn't even recognize me anymore
Not that you knew me back then
But it all comes back to me in the end

[Pre-Chorus: Mike Shinoda]
You kept everything inside
And even though I tried, it all fell apart
What it meant to me will eventually be
A memory of a time when I tried so hard

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end it doesn't even matter
I had to fall to lose it all
But in the end it doesn't even matter
[Bridge: Chester Bennington]
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know
I've put my trust in you
Pushed as far as I can go
For all this
There's only one thing you should know

[Chorus: Chester Bennington]
I tried so hard and got so far
But in the end it doesn't even matter
I had to fall to lose it all
But in the end it doesn't even matter285Embed"
8,Fat Joe,What's Luv?,2002,19715,"48 ContributorsTranslationsFrançaisWhat’s Luv? Lyrics[Intro: Fat Joe & Ashanti]
Put the fuckin mic on..
Mic is on?
Joe Crack the Don, uh!
Uh.. Irv Gotti!
What's love?
Ashanti, Terror.. Terror Squad
It should be about us, be about trust

[Chorus: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust, babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust, babe
What's love?

[Verse 1: Fat Joe]
Yeah, uh, uh, uh
Woo! Yeah, slow down, baby
Let you know from the gate I don't go down lady
I wanna chick with thick hips that licks her lips
She can be the office type or like to strip
Girl, you get me aroused how you look in my eye
But you talk too much, man, you're ruinin' my high
Don't wanna lose the feelin' cause, the roof is chillin
It's on fire and you lookin good for the gettin'
I'ma, rider, whether in a hoodie or a linen
A provider; you should see the jewelry on my women
And I'm, livin' it up, the Squad stay fillin the truck
With chicks that's willin' to triz with us, uh
You say you gotta man and you're in love
But what's love gotta do with a little menage?
After the par-tay, me and you
Could just slide for a few and she could come too
That's love!
You might also like[Chorus: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust, babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust, babe
What's love?

[Verse 2: Fat Joe]
Yeah, uh - yeah.. yo, uh, yo
Mami I know you got issues; you gotta man
But you need to understand that you got somethin' with you
Ass is fat, frame is little
Tattoo on your chest with his name in the middle, uh
I'm not a hater, I just crush a lot
And the way you shake your booty, I don't want you to stop
You need to come a little closer... (Come a little closer)
And let me put you, under my arms like a Don is supposed ta
Please believe, you leave with me
We be freakin' all night like we was on E
You need to trust the God and jump in the car
For a little hard eight at the Taj Mahal
What's love?

[Chorus: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust, babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust, babe
What's love?
[Verse 3: Fat Joe]
Yeah, uh, yo
Yo I stroll in the club with my hat down
Michael Jack style, hot steppin', who the mack now?
Not my fault cause they love the kid
Might be the chain or the whip, I don't know what it is
We just party and bullshit; c'mon mami
Put your body in motion, you got a nigga open
You came here with the heart to cheat
So you need to sing the song with me
All my ladies come on

[Bridge: Ashanti & (Fat Joe)]
When I look in your eyes, there's no stoppin' me
I want the Don Joey Crack on top of me (Uh-huh)
Don't want your stacks just break my back (Yeah)
Gonna cut you no slack, cause I'm on it like that (Uh, woo, uh)
Come on (Yeah yeah, y'all)
And put it all (Yeah yeah, y'all) on me (Put it on ya, girl)
On me (I'ma put it on ya, girl)

[Chorus: Ashanti & (Ja Rule)]
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust, babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust, babe
What's love? (Got to do, got to do with it, babe)
What's love? It's about us, it's about trust, babe
What's love? (Got to do, got to do with it, babe)
What's love? It should be about us, it should be about trust, babe
What's love?16Embed"
9,Usher,U Got It Bad,2002,2196,"48 ContributorsU Got It Bad Lyrics[Intro]
Ooh-oh
No, no, no, no
No, no, no, no, no, no, no
No-ooh

[Verse 1]
When you feel it in your body, you found somebody who
Makes you change your ways like hanging with your crew
Said you act like you ready, but you don't really know
And everything in your past, you wanna let it go

[Pre-Chorus]
I've been there, done it, humped around, ha
After all that, this is what I found
Nobody wants to be alone
If you're touched by the words in this song
Then maybe...

[Chorus]
(You) You got it, you got it bad
When you're on the phone (Oh yeah), hang up and you call right back
(Oh you) You got it, you got it bad
If you miss a day without your friend, your whole life's off-track
Know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else
You got it bad
You might also like[Verse 2]
When you say that you love 'em and you really know
Everything that used to matter don't matter no more
Like my money, all my cars (You can have it all and)
Flowers, cards and candy (I do it just 'cause I'm)
Said I'm fortunate to have you, girl
I want you to know, I really adore you
All my people who know what's going on
Look at your mate, help me sing my song
Tell her, ""I'm your man, you're my girl
I'm gonna tell it to the whole wide world""
Ladies, say, ""I'm your girl, you're my man
Promise to love you the best I can""

[Pre-Chorus]
See, I've been there, done it, humped around
After all that, this is what I found
Everyone of y'all are just like me
It's too bad that you can't see
That you got it bad

[Chorus]
You got it, you got it bad (Hey, hey, no, no)
When you're on the phone, hang up and you call right back
You got it, ha, you got it bad
If you miss a day without your friend, your whole life's off track (Yeah)
Know you got it bad when you're stuck in the house (Oh, you're stuck)
You don't wanna have fun, it's all you think about (Look at yourself)
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else (Somebody)
You got it bad
[Electric Guitar Solo]

[Chorus]
You got it, you got it bad
When you're on the phone, hang up and you call right back
You got it, you got it bad
If you miss a day without your friend, your whole life's off track
Know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else31Embed"
10,Puddle of Mudd,Blurry,2002,151040,"36 ContributorsBlurry Lyrics[Verse 1]
Everything's so blurry and everyone's so fake
And everybody's empty and everything is so messed up
Preoccupied, without you, I cannot live at all
My whole world surrounds you, I stumble then I crawl

[Verse 2]
You could be my someone, you could be my scene
You know that I'll protect you from all of the obscene
I wonder what you're doing, imagine where you are
There's oceans in between us, but that's not very far

[Chorus]
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face

[Verse 3]
Everyone is changing, there's no one left that's real
So make up your own ending and let me know just how you feel
'Cause I am lost without you, I cannot live at all
My whole world surrounds you, I stumble then I crawl
You might also like[Verse 4]
And you could be my someone, you could be my scene
You know that I will save you from all of the unclean
I wonder what you're doing, I wonder where you are
There's oceans in between us, but that's not very far

[Chorus]
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me

[Bridge]
No-nobody told me what you thought
Nobody told me what to say
Everyone showed you where to turn
Told you when to run away
Nobody told you where to hide
Nobody told you what to say
Everyone showed you where to turn
Showed you when to run away
[Chorus]
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me
Can you take it all away?
Can you take it all away?
Well, you shoved it in my face
This pain you gave to me
No, this pain you gave to me

This pain you gave to me

[Outro]
Can you take it all, can you take it all away?
This pain you gave to me
Can you take it all away?
This pain you gave to me
Can you take it all away?
This pain you gave to me25Embed"
2,R. Kelly,Ignition,2003,132614,"15 ContributorsIgnition Lyrics[Intro]
You remind me of something
I just can't think of what it is

[Verse 1]
Girl, please-
Let me stick my key in your ignition, babe
So I can get this thing started and get rollin', babe
See I'll be doin' about 80 on your freeway
Girl, I won't stop until I drive you crazy
So buckle up cause this can get bumpy, babe
Now hit the lights and check out all my functions, babe
Girl, back that thing up so I can wax it, baby
Honey, we gon' mess around and get a ticket, babe

[Chorus]
Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out
You might also like[Verse 2]
Jump up, down once I hit them switches, babe
And I'm about to take it where you want to go, babe
Guarantee you I'm about to get some mileage, babe
And it won't be no runnin' out of gas, babe
It's like woo-ooh-ooh, pull over, babe
And let me put this lovin' off in your trunk, babe
So buckle up this could get bumpy, babe
Girl, we gon' mess around and get a ticket, babe

[Chorus]
Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out

[Verse 3]
Now hold on tight cause I'm about to go faster, babe
Girl, you dealing with a pro behind this wheel, babe
So tell me have you ever driven a stick, babe?
You'll be screamin' every time we shift them gears, babe
So brace yourself while I'm hittin' them corners, babe
When it's over put that Kells on your license plates
Now buckle up cause this can get bumpy, babe
Girl, we gon' mess around and get a ticket, babe
[Chorus]
Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out

[Bridge]
When I hear you say:
Green light... I'mma go
Yellow light... Do it slow
Red light... I'mma stop
When I hear you say:
Switch lanes... Hit the signal
Pit stop... Take a break
Hit the hazards when we park
Because we about to go real far

[Chorus]
Cause
We off up in this jeep
We foggin' up the windows
We got the radio up
We all up in the back
We got this shit bouncin'
We goin' up and down
We smokin' and we drinkin'
Just a'thuggin it out
[Outro]
Now let me see you
Bounce bounce bounce bounce bounce bounce bounce
Bounce bounce bounce bounce bounce bounce bounce20Embed"
3,Sean Paul,Get Busy,2003,33067,"35 ContributorsGet Busy Lyrics[Intro]
Shake dat ting, miss Cana, Cana
Shake dat ting, miss Annabella
Shake dat ting, yo, Donna Donna
Jodi and Rebecca

[Verse 1]
Woman, get busy, jus shake dat booty nonstop
When di beat drop, jus keep swingin' it
Get jiggy, get crunked up
Percolate anyting yuh waan fi call it, oscillate yuh hip
And don't take pity, mi waan fi see yuh get live
'Pon di riddim when mi ride and mi lyrics ah provide electricity
Gyal, nobody cyaan tell yuh nuttin'
'Cah yuh done know yuh destiny

[Chorus]
Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next to us, dem cyaan vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on
You might also like[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

[Verse 2]
Gyal, don't sweat it, don't get agitate, jus gwaan rotate
'Cah anyting you want, you know you must get it
From yuh name ah mention, don't ease di tension
Gyal, run di program, jus gwaan pet it
Now have a good time
Gyal, free up unuh mind 'cah nobody cyaan dis, yo' man won't let it
'Cah you a di number one, gyal, wave yo' hand
Mek dem see yo' weddin' band

[Chorus]
Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next to us, dem nah vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on
[Verse 3]
Woman, get busy, jus shake dat booty nonstop
When di beat drop, jus keep swingin' it
Get jiggy, get crunked up
Percolate anyting yuh waan fi call it, oscillate yuh hip
And don't take pity, mi waan fi see yuh get live
When di riddim, it ah ride and mi lyrics ah provide electricity
Gyal, nobody cyaan tell yuh nuttin'
'Cah yuh done know yuh destiny

[Chorus]
Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next to us, dem cyaan vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

[Interlude]
Yo, shake dat ting, miss Cana, Cana
Shake dat ting, yo, Annabella
Shake dat ting, miss Donna, Donna, yo
Miss Jodi an' di one named Rebecca
Yo, shake dat ting, yo, Joanna
Shake dat ting, yo, Annabella
Shake dat ting, miss Cana, Cana
Dutty, yeah, yo (Yo, ayy, waan mi go so den)
[Chorus]
Sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
Fi get next to us, dem nah vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name and it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Post-Chorus]
Let's get it on 'til a early morn'
Girl, it's all good, jus turn me on

[Chorus]
Yo, sexy ladies waan par wid us
Inna di car wid us, dem nah war wid us
Inna di club, dem waan flex wid us
To get next wid us, dem nah vex wid us
From di day mi born, Jah ignite mi flame
Gyal ah call mi name, yo, it is mi fame
It's all good, girl, turn me on
'Til a early morn', let's get it on

[Outro]
Let's get it on 'til a early morn'
It's all good, jus turn me on
Let's get it on 'til a early morn'
It's all good, jus turn me on16Embed"
5,3 Doors Down,When I'm Gone,2003,206175,"17 ContributorsWhen I’m Gone Lyrics[Verse 1]
There's another world inside of me that you may never see
There's secrets in this life that I can't hide
But somewhere in this darkness
There's a light that I can't find
Well maybe it's too far away, yeah
Or maybe I'm just blind
Or maybe I'm just blind

[Chorus]
So hold me when I'm here
Right me when I'm wrong
Hold me when I'm scared
And love me when I'm gone
Everything I am and everything in me
Wants to be the one you wanted me to be
I'd never let you down
Even if I could
I'd give up everything
If only for your good
So hold me when I'm here
Right me when I'm wrong
You can hold me when I'm scared
You won't always be there
So love me when I'm gone
Love me when I'm gone
You might also like[Verse 2]
When your education x-ray
Cannot see under my skin
I won't tell you a damn thing
That I could not tell my friends
Roaming through this darkness
I'm alive, but I'm alone
And part of me is fighting this
But part of me is gone

[Chorus]
So hold me when I'm here
Right me when I'm wrong
Hold me when I'm scared
And love me when I'm gone
Everything I am and everything in me
Wants to be the one you wanted me to be
I'd never let you down
Even if I could
I'd give up everything
If only for your good
So hold me when I'm here
Right me when I'm wrong
You can hold me when I'm scared
You won't always be there
So love me when I'm gone
Love me when I'm gone
[Refrain]
Or maybe I'm just blind

[Chorus]
So hold me when I'm here
Right me when I'm wrong
Hold me when I'm scared
And love me when I'm gone
Everything I am and everything in me
Wants to be the one you wanted me to be
I'd never let you down
Even if I could
I'd give up everything
If only for your good
So hold me when I'm here
Right me when I'm wrong
You can hold me when I'm scared
You won't always be there
So love me when I'm gone
Love me when I'm gone
Love me when I'm gone

[Outro]
Love me when I'm gone
When I'm gone
When I'm gone
When I'm gone17Embed"
6,Matchbox Twenty,Unwell,2003,219828,"37 ContributorsUnwell Lyrics[Verse 1]
All day
Starin' at the ceilin', makin'
Friends with shadows on my wall
All night
Hearin' voices tellin' me
That I should get some sleep
Because tomorrow might be good for somethin'

[Pre-Chorus 1]
Hold on
Feelin' like I'm headed for a
Breakdown
And I don't know why

[Chorus]
But I'm not crazy, I'm just a little unwell
I know right now you can't tell
But stay awhile and maybe then you'll see
A different side of me
I'm not crazy, I'm just a little impaired
I know right now you don't care
But soon enough you're gonna think of me
And how I used to be

[Verse 2]
Me
I'm talkin' to myself in public
And dodgin' glances on the train
And I know
I know they've all been talkin' 'bout me
I can hear them whisper
And it makes me think there must be somethin' wrong
You might also like[Pre-Chorus 2]
With me
Out of all the hours thinkin'
Somehow
I've lost my mind

[Chorus]
But I'm not crazy, I'm just a little unwell
I know right now you can't tell
But stay awhile and maybe then you'll see
A different side of me
I'm not crazy, I'm just a little impaired
I know right now you don't care
But soon enough you're gonna think of me
And how I used to be

[Bridge]
I've been talkin' in my sleep
Pretty soon they'll come to get me
Yeah, they're takin' me away

[Chorus]
I'm not crazy, I'm just a little unwell
I know right now you can't tell
But stay awhile and maybe then you'll see
A different side of me
I'm not crazy, I'm just a little impaired
I know right now you don't care
But soon enough you're gonna think of me
And how I used to be
[Post-Chorus]
Yeah, how I used to be
How I used to be
Well, I'm just a little unwell
How I used to be
How I used to be
I'm just a little unwell22Embed"
7,Chingy,Right Thurr,2003,1283,"38 ContributorsRight Thurr Lyrics[Intro]
Uh
Hey, Dirty (What?)
Look at that girl right thurr (Ooh), she make me say
Ooh, ooh (Yeah), ooh, ooh (Ayy)
Do what you do (C'mon)

[Chorus]
I like the way you do that right thurr (Right thurr)
Switch your hips when you're walkin', let down your hurr (Down your hurr)
I like the way you do that right thurr (Right thurr)
Lick your lips when you're talkin', that make me sturr (Make me sturr)

[Verse 1]
I like the way you look in them pants, see ya fine (Fine)
Your momma a quarter piece, she far from a dime (Dime)
The type of girl that'll get'cha up and go make you grind (Grind)
I'm thinkin' about snatchin' her up, Dirty, makin' her mine
Look at her hips (What?), look at her legs, ain't she stacked? (Stacked)
I sure wouldn't mind hittin' that from the back (Back)
I like it when I touch it 'cause she moan a lil' bit
Jeans saggin' so I can see her thong a lil' bit
I know you grown a little bit, twenty years old, you legal
Don't trip off my people, just hop in the Regal
I swooped on her like an eagle swoop down on its prey
I know you popular, but you gonna be famous today, I say
You might also like[Chorus]
I like the way you do that right thurr (Right thurr)
Switch your hips when you're walkin', let down your hurr (Down your hurr)
I like the way you do that right thurr (Right thurr)
Lick your lips when you're talkin', that make me sturr (Make me sturr)
I like the way you do that right thurr (Right thurr)
Switch your hips when you're walkin', let down your hurr (Down your hurr)
I like the way you do that right thurr (Right thurr)
Lick your lips when you're talkin', that make me sturr (Make me sturr)

[Verse 2]
She be shoppin' in Frontenac
Just look at her front and back
Man, she so stacked and she know that I want that
Her man, he's so wack, girl, can I taste yo cat?
Gave her three hundred to strip, like buyin' a throwback
She stay in the club, like to be seen, she got it honest
In real life, girl remind me of Pocahontas
She be at events (Yeah), cuss out the press when she pass (Yeah)
All the high rollin' cats wanna pay for that ass
Ain't no half steppin', she strapped with a nice weapon
Trick, it's against the law for her to move them hips
If you ever seen her dirty, your mouth gon' drop
Worldwide fools probably tell you this off tops

[Chorus]
I like the way you do that right thurr (Right thurr)
Switch your hips when you're walkin', let down your hurr (Down your hurr)
I like the way you do that right thurr (Right thurr)
Lick your lips when you're talkin', that make me sturr (Make me sturr)
I like the way you do that right thurr (Right thurr)
Switch your hips when you're walkin', let down your hurr (Down your hurr)
I like the way you do that right thurr (Right thurr)
Lick your lips when you're talkin', that make me sturr (Make me sturr)
[Post-Chorus]
I like the way she doin' that (C'mon)
Plus I like it when she bring it back (Say it)
Ooh, (Uh-huh) ooh, ooh, ooh, (Uh-huh) do what you do (Woo)
I like the way she doin' that (C'mon)
Plus I like it when she bring it back (Say it)
Ooh, (Uh-huh) ooh, ooh, ooh, (Uh-huh) do what you do (Woo)

[Verse 3]
Gimme what you got for a pork chop
Uh, he threw it at me like I was a shortstop
Huh, twerkin' in a Fatty Girl halter top
Then she back it up on me and let it drop (Drop)
Make it hop (boing) like a bunny (Bunny)
Girl, can I touch you where it's sunny?
Or a purse and make you give her some money
She should pose for Sports Illustrated
It's like a picture-perfect site
When she pass, all the other girls hate it

[Chorus]
But I like the way you do that right thurr (Right thurr)
Switch your hips when you're walkin', let down your hurr (Down your hurr)
I like the way you do that right thurr (Right thurr)
Lick your lips when you're talkin', that make me sturr (Make me sturr)
I like the way you do that right thurr (Right thurr)
Switch your hips when you're walkin', let down your hurr (Down your hurr)
I like the way you do that right thurr (Right thurr)
Lick your lips when you're talkin', that make me sturr (Make me sturr)
[Outro]
I like that (Uh-huh)
I like that (Uh-huh)
I like that (Uh-huh)
I like that (Trak Starz)
Ooh, ooh, ooh, ooh, do what you do
I like that (Yeah)
I like that (Yeah)
I like that (Yeah)
I like that (Chingy)
Ooh, ooh, ooh, ooh, do what you do13Embed"
